Book Title,Author,Edition,Product Type,Copyright Year,Copyright Holder,Print ISBN,Electronic ISBN,Language,Language Collection,eBook Package,English Package Name,German Package Name,Series Print ISSN,Series Electronic ISSN,Series Title,Volume Number,DOI URL,OpenURL,Subject Classification,Publisher,Imprint
"Handbook of Cardiac Anatomy, Physiology, and Devices",Paul A. Iaizzo,3rd ed. 2015,Graduate/advanced undergraduate textbook,2015,Springer International Publishing Switzerland,978-3-319-19463-9,978-3-319-19464-6,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-19464-6,http://link.springer.com/openurl?genre=book&isbn=978-3-319-19464-6,Biomedicine; Human Physiology; Cardiology; Biomedical Engineering; Angiology; Pathology; Cardiac Surgery,Springer International Publishing,Springer
The Gastrointestinal System,Po Sing Leung,2014,Graduate/advanced undergraduate textbook,2014,Springer Science+Business Media Dordrecht,978-94-017-8770-3,978-94-017-8771-0,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-94-017-8771-0,http://link.springer.com/openurl?genre=book&isbn=978-94-017-8771-0,Biomedicine; Human Physiology; Gastroenterology,Springer Netherlands,Springer
SPSS for Starters and 2nd Levelers,"Ton J. Cleophas, Aeilko H. Zwinderman",2nd ed. 2016,Graduate/advanced undergraduate textbook,2016,Springer International Publishing Switzerland,978-3-319-20599-1,978-3-319-20600-4,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-20600-4,http://link.springer.com/openurl?genre=book&isbn=978-3-319-20600-4,"Biomedicine; Biomedicine, general; Computer Applications; Biometrics; Statistical Theory and Methods; Statistics and Computing/Statistics Programs",Springer International Publishing,Springer
Machine Learning in Medicine - a Complete Overview,"Ton J. Cleophas, Aeilko H. Zwinderman",2015,Graduate/advanced undergraduate textbook,2015,Springer International Publishing Switzerland,978-3-319-15194-6,978-3-319-15195-3,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-15195-3,http://link.springer.com/openurl?genre=book&isbn=978-3-319-15195-3,"Biomedicine; Biomedicine, general; Medicine/Public Health, general; Statistics, general; Science, Humanities and Social Sciences, multidisciplinary",Springer International Publishing,Springer
Pharmaceutical Biotechnology,"Daan J. A. Crommelin, Robert D. Sindelar, Bernd Meibohm",4th ed. 2013,Undergraduate textbook,2013,Springer Science+Business Media New York,978-1-4614-6485-3,978-1-4614-6486-0,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-1-4614-6486-0,http://link.springer.com/openurl?genre=book&isbn=978-1-4614-6486-0,"Biomedicine; Pharmaceutical Sciences/Technology; Biomedicine, general",Springer New York,Springer
An Introduction to Biomechanics,"Jay D. Humphrey, Sherry L. O’Rourke",2nd ed. 2015,Graduate/advanced undergraduate textbook,2015,Springer Science+Business Media New York,978-1-4939-2622-0,978-1-4939-2623-7,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-1-4939-2623-7,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-2623-7,Biomedicine; Human Physiology; Biomedical Engineering; Theoretical and Applied Mechanics; Biochemical Engineering,Springer New York,Springer
Bioinformatics for Evolutionary Biologists,"Bernhard Haubold, Angelika Börsch-Haubold",1st ed. 2017,Graduate/advanced undergraduate textbook,2017,Springer International Publishing AG,978-3-319-67394-3,978-3-319-67395-0,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-67395-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-67395-0,Life Sciences; Bioinformatics; Evolutionary Biology; Computational Biology/Bioinformatics; Computer Appl. in Life Sciences,Springer International Publishing,Springer
Lessons on Synthetic Bioarchitectures,"Eva-Kathrin Ehmoser-Sinner, Cherng-Wen Darren Tan",1st ed. 2018,Graduate/advanced undergraduate textbook,2018,"Springer International Publishing AG, part of Springer Nature",978-3-319-73122-3,978-3-319-73123-0,EN,English/International,11642,Biomedical and Life Sciences,,2509-6125,2509-6133,Learning Materials in Biosciences,,http://doi.org/10.1007/978-3-319-73123-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-73123-0,Biomedicine; Biomedical Engineering/Biotechnology; Biomedical Engineering; Systems Biology; Biomaterials; Biotechnology,Springer International Publishing,Springer
Applied Bioinformatics,"Paul M. Selzer, Richard J. Marhöfer, Oliver Koch",2nd ed. 2018,Graduate/advanced undergraduate textbook,2018,"Springer International Publishing AG, part of Springer Nature",978-3-319-68299-0,978-3-319-68301-0,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-68301-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-68301-0,Life Sciences; Bioinformatics; Computer Appl. in Life Sciences; Computational Biology/Bioinformatics; Computer Applications in Chemistry,Springer International Publishing,Springer
"ENZYMES: Catalysis, Kinetics and Mechanisms",N.S. Punekar,1st ed. 2018,Graduate/advanced undergraduate textbook,2018,Springer Nature Singapore Pte Ltd.,978-981-13-0784-3,978-981-13-0785-0,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-981-13-0785-0,http://link.springer.com/openurl?genre=book&isbn=978-981-13-0785-0,Life Sciences; Enzymology; Protein-Ligand Interactions; Biomedical Engineering/Biotechnology; Applied Microbiology; Protein Structure,Springer Singapore,Springer
"Plant Physiology, Development and Metabolism","Satish C Bhatla, Manju A. Lal",1st ed. 2018,Graduate/advanced undergraduate textbook,2018,Springer Nature Singapore Pte Ltd.,978-981-13-2022-4,978-981-13-2023-1,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-981-13-2023-1,http://link.springer.com/openurl?genre=book&isbn=978-981-13-2023-1,Life Sciences; Plant Physiology; Plant Anatomy/Development; Plant Ecology; Plant Breeding/Biotechnology; Plant Genetics and Genomics,Springer Singapore,Springer
Plant Anatomy,"Richard Crang, Sheila Lyons-Sobaski, Robert Wise",1st ed. 2018,Undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-319-77208-0,978-3-319-77315-5,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-77315-5,http://link.springer.com/openurl?genre=book&isbn=978-3-319-77315-5,Life Sciences; Plant Anatomy/Development; Plant Genetics and Genomics; Microbial Genetics and Genomics,Springer International Publishing,Springer
Pharmaceutical Biotechnology,"Daan J. A. Crommelin, Robert D. Sindelar, Bernd Meibohm",5th ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-00709-6,978-3-030-00710-2,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-030-00710-2,http://link.springer.com/openurl?genre=book&isbn=978-3-030-00710-2,Biomedicine; Pharmaceutical Sciences/Technology; Biomedical Engineering/Biotechnology,Springer International Publishing,Springer
Food Fraud Prevention,John W. Spink,1st ed. 2019,Monograph,2019,"Springer Science+Business Media, LLC, part of Springer Nature",978-1-4939-9619-3,978-1-4939-9621-6,EN,English/International,11642,Biomedical and Life Sciences,,,,Food Microbiology and Food Safety,,http://doi.org/10.1007/978-1-4939-9621-6,http://link.springer.com/openurl?genre=book&isbn=978-1-4939-9621-6,"Life Sciences; Food Microbiology; Food Science; Criminal Law; Medicine/Public Health, general",Springer New York,Springer
Plant Ecology,"Ernst-Detlef Schulze, Erwin Beck, Nina Buchmann, Stephan Clemens, Klaus Müller-Hohenstein, Michael Scherer-Lorenzen",2nd ed. 2019,Graduate/advanced undergraduate textbook,2019,"Springer-Verlag GmbH Germany, part of Springer Nature",978-3-662-56231-4,978-3-662-56233-8,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-662-56233-8,http://link.springer.com/openurl?genre=book&isbn=978-3-662-56233-8,Life Sciences; Plant Ecology; Plant Physiology; Plant Biochemistry; Plant Genetics and Genomics; Climate Change,Springer Berlin Heidelberg,Springer
